LINEA;GRUPO;DETALLE;CODIGO;SOCOFAR;STOCK;COSTO;PNETO;PRECIO;VALORIZADO
JOHNSON Y JOHNSON;;ACON. H & S MANZ.FRESH 400ML;70186;0;7;1912;2689;3.200;13.384
JOHNSON Y JOHNSON;;DOVE. DESP.GO.FR.PERA X 150ML;70204;0;3;1425;2689;3.200;4.275
JOHNSON Y JOHNSON;;DOVE.DESP.PEPINO X 150ML;70205;0;5;1525;3277;3.900;7.625
JOHNSON Y JOHNSON;;H & S  SUAVE Y MANEJA. 375 ML;70180;0;4;2380;3487;4.150;9.520
JOHNSON Y JOHNSON;;LISOFORM LAV.DESINF.X 420ML;70203;0;24;1100;1471;1.750;26.400
JOHNSON Y JOHNSON;;LISTERINE ZER-COOL500+250;70198;0;3;5950;7731;9.200;17.850
JOHNSON Y JOHNSON;;NATURELLA.TOA.C/A X 14UN;70206;0;4;1364;1933;2.300;5.456
JOHNSON Y JOHNSON;;REXONA EFFI. SP P/PIE X 153ML;70202;0;5;4422;6303;7.500;22.110
JOHNSON Y JOHNSON;;SHAMP. H & S MEN OLDSPICE 400ML;70183;0;3;2778;3950;4.700;8.334
JOHNSON Y JOHNSON;;SHAMP. H & S PURIF.CARB.ACTIV. 400ML;70184;0;2;2747;3487;4.150;5.494
JOHNSON Y JOHNSON;0057 ANTIPRURIGINOSOS (anti-picazón o Repelente Ins;OFF REPELENTE INSECT. 142 GR;70151;0;1;3290;4622;5.500;3.290
KIMBERLY;;APOSITO BLU T/ M X 20UN;81220;0;8;1830;3193;3.800;14.640
KIMBERLY;;DONNA MATERNIDAD SUAV.X10;81394;258175;5;2887;3739;4.450;14.435
KIMBERLY;;KLTN 3.0 CASTAÑO OSCURO;81536;0;4;1518;2311;2.750;6.072
KIMBERLY;;KLTN 6/7 CHOCOLATE;81531;0;2;1525;2311;2.750;3.050
KIMBERLY;;KLTN 60 RUBIO OSCURO;81537;0;7;1498;2311;2.750;10.486
KIMBERLY;;KLTN 7/3 RUBIO AVELLANA;81535;0;1;1186;2269;2.700;1.186
KIMBERLY;;KLTN SINGLE 2/0 NEGRO + ACT.;81530;0;1;1379;2311;2.750;1.379
KIMBERLY;;MINNIE COL.SP.X 140ML;81551;0;2;2565;3319;3.950;5.130
KIMBERLY;;NOSOTRAS SENSITI-V X 8 UN;81542;0;12;1001;1429;1.700;12.012
KIMBERLY;;NOSTRAS REG. X8UN;81515;0;13;2185;2941;3.500;28.405
KIMBERLY;;PLENIT. FEMME PROT.LEVE X 28UN;81549;0;10;2190;2941;3.500;21.900
KIMBERLY;;PLENITUD FEMME  ESCAPES  DE  ORINA  X 8;81552;0;1;2500;3235;3.850;2.500
KIMBERLY;0189 PAÑALES INFANTIL;PAMPERS CONFORT SEC XG X 16;81529;0;10;2876;4118;4.900;28.760
KIMBERLY;0190 PROTECCION FEMENINA;KOTEX TAMPON REG. X 8;81438;264851;11;2040;2941;3.500;22.440
KIMBERLY;0190 PROTECCION FEMENINA;KOTEX TAMPON SUPER PLUS X 8;81439;264853;6;1970;2941;3.500;11.820
KIMBERLY;0190 PROTECCION FEMENINA;NOSOTRAS  TOA. HIG. NORMAL SUAV. C/A X10;81159;167154;18;928;1261;1.500;16.704
KIMBERLY;0190 PROTECCION FEMENINA;NOSOTRAS TOA. HIG.ULTRA INVIS. X 10UN;81505;0;7;1323;1849;2.200;9.261
KIMBERLY;0190 PROTECCION FEMENINA;NOSOTRAS.B/NOCH.X 8UNC/A;81026;253088;31;1021;1849;2.200;31.651
KIMBERLY;0194 PAÑALES ADULTOS;MIMI PANAL x40;81014;257338;5;5596;7983;9.500;27.980
KNOP;;ARNIKA SPORT X 75ML;37252;0;2;3160;4958;5.900;6.320
KNOP;;INFLUENZINUM KNOP;37133;0;1;1250;1849;2.200;1.250
KNOP;;PECTOX 35MG/5ML X 120ML;37250;0;7;1160;3193;3.800;8.120
KNOP;;PROPOLEO P JBE 180 ML;37253;0;1;1200;2521;3.000;1.200
KNOP;0017 HIPNOTICOS;VALUPASS BLISTER X 60cap.;37124;158022;2;4090;6597;7.850;8.180
KNOP;0017 HIPNOTICOS;VALUPASS X 24CAP. KNOP;37123;158025;3;1974;4664;5.550;5.922
KNOP;0025 LAXANTES;ALOE LAX X 24UN;37077;158043;4;1704;3193;3.800;6.816
KNOP;0025 LAXANTES;ALOELAX X 50 CAP.;37245;0;2;3320;4748;5.650;6.640
KNOP;0025 LAXANTES;FENOKOMP-39 COM.90;37122;0;12;1349;2437;2.900;16.188
KNOP;0044 ANALG TOPICOS;ARNIKADERM   50GR.;37049;158023;2;3229;6891;8.200;6.458
KNOP;0044 ANALG TOPICOS;LEFKAFLAM CREMA 50gr.;37008;158026;3;2947;4496;5.350;8.841
KNOP;0052 ANTIHEMORROIDAL;HAMAMELIS KNOP;37095;256022;2;3615;4706;5.600;7.230
KNOP;0060 ANTIVARICOSOS;VARIPLEX COMP.BL X 60com.;37038;158069;6;3582;9076;10.800;21.492
KNOP;0062 CICATRIZANTES;MATIKOMP UNTO.MATICO 35gr;37126;0;2;3140;4538;5.400;6.280
KNOP;0081 OTROS GINECOLOGICOS;GINEMAXIN BL X 60COMP.;37036;158053;2;4060;7479;8.900;8.120
KNOP;0158 SUPLEMENTOS DIETARIOS;DHA MENTAL X 30;37194;264396;2;4790;8319;9.900;9.580
L.CH.PROMOCION;;ANTIMETIL (NAUSEAS) X 6COM.REC;1815;0;3;1890;3193;3.800;5.670
L.CH.PROMOCION;;ESZOPICLONA 3MG X30COM;1824;0;4;2500;5042;6.000;10.000
L.CH.PROMOCION;;FEMINOL X 21 COMP.;1808;0;1;11368;14277;16.990;11.368
L.CH.PROMOCION;;FEMINOL-20 CD COMP.REC;1812;0;2;6890;9412;11.200;13.780
L.CH.PROMOCION;;FERBEX 200MGX30;1811;0;2;14371;20840;24.800;28.742
L.CH.PROMOCION;;KITADOL 120 MG/5ML JBE X 100ML;1822;0;1;4890;7563;9.000;4.890
L.CH.PROMOCION;;KITADOL ANTIG. D/N 18 COM;1816;0;1;2250;3067;3.650;2.250
L.CH.PROMOCION;;LADY-TEN X 21 COMP.;1821;0;1;13412;16891;20.100;13.412
L.CH.PROMOCION;;LAUNOL LOCIÓN X 100ML;1823;0;3;3428;5168;6.150;10.284
L.CH.PROMOCION;;NORAH X 28 COMP.;1807;0;1;11017;14790;17.600;11.017
L.CH.PROMOCION;;RED OFF 0.0125% SOL. OFTAL 15 ML;1801;0;6;2631;3782;4.500;15.786
L.CH.PROMOCION;;SCANDMED TEST EMBARAZO LAPIZ X 1;1803;290110;30;744;2437;2.900;22.320
L.CH.PROMOCION;0001 ANTIBIOTICOS ORALES;AMOBIOTIC 1gr.X 14comp.;1451;1451;1;7294;12059;14.350;7.294
L.CH.PROMOCION;0001 ANTIBIOTICOS ORALES;AZITROM FTE 400MG/5ML X 20ML;1652;254570;1;15990;20168;24.000;15.990
L.CH.PROMOCION;0001 ANTIBIOTICOS ORALES;AZITROM FTE 400MG/5ML X 30ML.;1732;272415;2;17000;22605;26.900;34.000
L.CH.PROMOCION;0002 ANTICONCEPTIVOS;NOGESTA  X 28COMP.;1603;1530;2;9320;13361;15.900;18.640
L.CH.PROMOCION;0002 ANTICONCEPTIVOS;VEXA 20 X 28 COMP;1702;261598;2;8949;14202;16.900;17.898
L.CH.PROMOCION;0002 ANTICONCEPTIVOS;VEXA CD X28 COMP.;1644;254858;4;10396;14706;17.500;41.584
L.CH.PROMOCION;0003 ANTIHIPERTENSIVOS;VALAPLEX -D 80/12.5 X 30COMP.;1587;250075;1;8860;13992;16.650;8.860
L.CH.PROMOCION;0003 ANTIHIPERTENSIVOS;VALAPLEX 160MG.X 30COMP.;1589;250074;2;10288;14286;17.000;20.576
L.CH.PROMOCION;0003 ANTIHIPERTENSIVOS;VALAPLEX 80MG.X 30COMP.;1588;250073;1;8788;14622;17.400;8.788
L.CH.PROMOCION;0006 ANTIOBESIDAD;LIBERAT 120MG X 30 CAP;1661;256777;2;9290;18613;22.150;18.580
L.CH.PROMOCION;0006 ANTIOBESIDAD;LIBERAT 120MG X 90CAP.;1663;256746;2;19990;41092;48.900;39.980
L.CH.PROMOCION;0006 ANTIOBESIDAD;SENTIS 18.75MG X 30 CAP.;1745;266804;2;7990;12605;15.000;15.980
L.CH.PROMOCION;0006 ANTIOBESIDAD;SENTIS 37.5MG X 30 CAP.;1746;266805;2;12350;23529;28.000;24.700
L.CH.PROMOCION;0009 DIABETICOS;HIPOGLUCIN 1000LP X 30 COMP.;1716;263286;4;9734;13613;16.200;38.936
L.CH.PROMOCION;0009 DIABETICOS;HIPOGLUCIN 1GR.X 30COMP.;1577;1528;3;9410;14277;16.990;28.230
L.CH.PROMOCION;0009 DIABETICOS;HIPOGLUCIN 500 LP X 30;1654;254859;1;4794;7311;8.700;4.794
L.CH.PROMOCION;0009 DIABETICOS;HIPOGLUCIN 750 LP X 60;1771;272404;1;14390;18487;22.000;14.390
L.CH.PROMOCION;0009 DIABETICOS;HIPOGLUCIN 750MG. LP X 30;1704;263285;2;7750;11429;13.600;15.500
L.CH.PROMOCION;0010 HIPOLIPEMIANTE;ROSVEL COM. 20MG X 30;1689;256745;1;9550;12605;15.000;9.550
L.CH.PROMOCION;0011 HORMONOTERAPIA;TOBE 2.5mg.X 30comp.;1035;1495;1;13927;21849;26.000;13.927
L.CH.PROMOCION;0017 HIPNOTICOS;ZOPINON 3MG X 30COMP.;1682;260246;1;6990;9227;10.980;6.990
L.CH.PROMOCION;0022 ANTIESPASMODICOS;DOLOSPAM X 15 COMP.;1320;1320;5;1747;3277;3.900;8.735
L.CH.PROMOCION;0023 OTROS DIGESTIVOS;MORELIN COM.30;1006;1006;1;9490;13277;15.800;9.490
L.CH.PROMOCION;0023 OTROS DIGESTIVOS;RESTOL 10mg.GOTAS 20ml.;1426;1426;4;1550;4118;4.900;6.200
L.CH.PROMOCION;0023 OTROS DIGESTIVOS;TENSOLIV COM.30;1050;1050;2;7392;13109;15.600;14.784
L.CH.PROMOCION;0025 LAXANTES;METAMUCIL PVO NARANJA 174 GRS;1777;274699;2;7225;9958;11.850;14.450
L.CH.PROMOCION;0028 ANTIDEPRESIVOS;TRITTICO COM.100MG.20;1183;1183;1;15990;23950;28.500;15.990
L.CH.PROMOCION;0029 ANTIALERGICOS;CAM COM.30;1121;1121;2;7400;11933;14.200;14.800
L.CH.PROMOCION;0029 ANTIALERGICOS;CAM JBE.120ML.;1122;1122;3;7294;12185;14.500;21.882
L.CH.PROMOCION;0029 ANTIALERGICOS;DESPEX JBE. X 120 ML;1705;257742;3;5990;10504;12.500;17.970
L.CH.PROMOCION;0029 ANTIALERGICOS;FRENALER-D JBE.INF.100ml.;1367;1367;1;8961;11933;14.200;8.961
L.CH.PROMOCION;0029 ANTIALERGICOS;NEO ALERTOP 5MG X 30COMP.;1594;250774;1;4303;8655;10.300;4.303
L.CH.PROMOCION;0029 ANTIALERGICOS;NEO-ALERTOP JBE. 120ML;1655;255987;3;8190;10840;12.900;24.570
L.CH.PROMOCION;0031 ANTIGRIPALES;NASTIFRIN COMPTO.X 10COM.;1454;1454;8;1126;2689;3.200;9.008
L.CH.PROMOCION;0031 ANTIGRIPALES;NASTIFRIN DIA/NOCHE 5C;1208;1436;7;1773;3529;4.200;12.411
L.CH.PROMOCION;0032 ANTITUSIVOS;CODETOL PM FTE JBE. 120ML;1687;259113;1;8650;13025;15.500;8.650
L.CH.PROMOCION;0032 ANTITUSIVOS;HIEDRIX JBE 120ML;1651;255162;3;1227;2689;3.200;3.681
L.CH.PROMOCION;0033 ANTIASMATICOS;HEROLAN INH.BUC.200DS.;1075;263287;2;12550;16723;19.900;25.100
L.CH.PROMOCION;0035 CORTICOIDES;CORTIPREX 20 JBE.60ml.;1443;1443;1;7367;11345;13.500;7.367
L.CH.PROMOCION;0035 CORTICOIDES;CORTIPREX COM.20MG.20(BIO);1147;1147;2;4730;6303;7.500;9.460
L.CH.PROMOCION;0035 CORTICOIDES;DACAM RAPI-LENTO AMP.1;1264;1264;3;16810;22185;26.400;50.430
L.CH.PROMOCION;0039 ANTIPARKINSONIANOS;TONARIL COM.2MG.100;1045;1045;3;15080;19244;22.900;45.240
L.CH.PROMOCION;0040 ANALG GENERAL;KITADOL 120MG.X 60ML.;1096;1390;7;4926;7311;8.700;34.482
L.CH.PROMOCION;0040 ANALG GENERAL;KITADOL 160MG X 16COMP.;1642;252676;2;2006;2689;3.200;4.012
L.CH.PROMOCION;0040 ANALG GENERAL;KITADOL 500mg.X 24comp.;1359;1359;1;488;1345;1.600;488
L.CH.PROMOCION;0052 ANTIHEMORROIDAL;CONTRALMOR SUP. 6;1052;1052;2;8895;12185;14.500;17.790
L.CH.PROMOCION;0053 ANTIINFECCIOSOS GINECOLOGICOS;GINEDAZOL OV.10;1054;1054;3;11960;16765;19.950;35.880
L.CH.PROMOCION;0055 ANTIJAQUECOSOS;MIGRATAM COM. 10;1074;1074;27;706;1513;1.800;19.062
L.CH.PROMOCION;0055 ANTIJAQUECOSOS;NARTAN 2.5 MG X 2 COMP.;1754;266216;3;3364;5210;6.200;10.092
L.CH.PROMOCION;0055 ANTIJAQUECOSOS;NARTAN 2.5 X 10COMP.;1737;266215;2;10680;15294;18.200;21.360
L.CH.PROMOCION;0068 DESCONG TOPICO;VICK VAPORUB 12GRS X12 LATAS;1761;259746;4;540;1218;1.450;2.160
L.CH.PROMOCION;0068 DESCONG TOPICO;VICK VAPORUB POTE 50GRS;1762;259724;9;2063;3529;4.200;18.567
L.CH.PROMOCION;0070 DISFUNCION ERECTIL;RIPOL 100MG X 5;1630;1486;2;2168;8395;9.990;4.336
L.CH.PROMOCION;0070 DISFUNCION ERECTIL;RIPOL 50mg.X 1comp.;1484;1484;5;734;1681;2.000;3.670
L.CH.PROMOCION;0101 AEROCAMARAS;AEROFACIDOSE A.E.LACTANTE;1409;1409;2;5765;7815;9.300;11.530
L.CH.PROMOCION;0148 CORTICOIDES TOPICOS;DONOMIX CREMA 15GR.;1230;1230;1;8290;13361;15.900;8.290
L.CH.PROMOCION;0148 CORTICOIDES TOPICOS;MIXGEN CR.DER.15GR.;1248;1248;1;10900;16513;19.650;10.900
LAB PERMAT PARFUMS;;BLOQUE LIJA PULIDORA X 1UN;44013;0;4;864;1345;1.600;3.456
LAB PERMAT PARFUMS;;CEPILLO DESENREDANTE X 1UN;44006;0;2;1620;2437;2.900;3.240
LAB PERMAT PARFUMS;;ELASTICO D/COLORES X 6UN;44012;0;10;558;1008;1.200;5.580
LAB PERMAT PARFUMS;;ELASTICO NEGRO P/CABELLO X 6UN;44009;0;9;558;1008;1.200;5.022
LAB PERMAT PARFUMS;;PEINETA GRUESA X 1UN;44010;0;6;630;1092;1.300;3.780
LAB PERMAT PARFUMS;;PEINETA PEDICULOSIS X 1UN;44011;0;6;1440;2941;3.500;8.640
LAB PERMAT PARFUMS;;PINCEL P/TINTURA X1UN;44007;0;5;526;1050;1.250;2.630
LAB PERMAT PARFUMS;;POCILLO P/TINTURA X 1UN;44008;0;8;684;1261;1.500;5.472
LAB. ELI LILLY;;CIALIS COM. REC. 20MG X 2;852017;0;3;21581;25025;29.780;64.743
LAB. ELI LILLY;;CIALIS COM.REC.20 MG.1;852018;0;2;10710;14454;17.200;21.420
LAB. FERRER;;DISLEP(LEVOSULPIRIDA) 25MG X 20COM;103031;0;2;11178;15882;18.900;22.356
LABOCOCH;0176 STYLING/FIJADORES;DUO LACA  FIJACION FUERTE 165ML.;886004;69041;5;1267;2101;2.500;6.335
LABOCOCH;0176 STYLING/FIJADORES;DUO LACA EXT.FTE. 165ML.;886005;69053;5;1278;2101;2.500;6.390
LABOCOCH;0176 STYLING/FIJADORES;DUO LACA SP. FTE.P/DAÑADO 330ML;886007;69012;1;2028;2941;3.500;2.028
LABOCOCH;0176 STYLING/FIJADORES;DUO LACA SPRAY  FIJACION FTE.330ML.;886008;69013;3;2059;2941;3.500;6.177
LABOCOCH;0176 STYLING/FIJADORES;DUO LACA SPRAY 165ml.;886009;69042;5;1272;2101;2.500;6.360
LABOMED;;ZINCOVIT GOTAS;66320;0;1;6499;8319;9.900;6.499
LABOMED;0003 ANTIHIPERTENSIVOS;HIDRO-RONOL-T COM.24;66007;66007;4;3190;4832;5.750;12.760
LABOMED;0014 VACUNAS;BRONCHO-VAXOM AD. CAP.10;66258;66139;1;17546;23950;28.500;17.546
LABOMED;0016 ANTIPSICOTICOS;SULPILAN CAP.50MG.30;66013;66013;1;11324;15966;19.000;11.324
LABOMED;0029 ANTIALERGICOS;RUPAFIN 10MG X 30 COMP.;66276;267241;1;9300;13025;15.500;9.300
LABOMED;0032 ANTITUSIVOS;BRONCARD JBE.120ml.;66117;66206;2;7609;11765;14.000;15.218
LABOMED;0037 ANTIANEMICOS;FOLACID 1MG X 30 COMP.;66272;265455;4;3090;4622;5.500;12.360
LABOMED;0040 ANALG GENERAL;XUMADOL 1GR. X 20 COMP.;66277;266145;2;3488;7143;8.500;6.976
LABOMED;0040 ANALG GENERAL;XUMADOL SBR.EFV.1GR.20;66299;251075;3;5370;7731;9.200;16.110
LABOMED;0090 VITAMINA A+D;NATICARE LAT. CAP. 60;66282;266767;1;7520;12185;14.500;7.520
LABOMED;0093 ESTIMULANTES APETITO;VITERNUM VIT.JBE.125ML.;66121;66121;2;12877;17412;20.720;25.754
LABOMED;0094 SUPLEMENTOS MINERALES;ZINCOVIT  PLUS JBE.  120ML;66252;262178;4;8363;13235;15.750;33.452
LABORATORIO HOFSA;;GOTARIOS;52057;0;7;527;1008;1.200;3.689
LABORATORIO HOFSA;0106 DESINFECTANTE TOPICO;ALCOHOL 70° X  500 CC;52083;0;19;1787;3025;3.600;33.953
LABORATORIO HOFSA;0106 DESINFECTANTE TOPICO;ALCOHOL 95%  500 CC.  HOF;52020;168011;21;2297;3025;3.600;48.237
LABORATORIO HOFSA;0106 DESINFECTANTE TOPICO;ALCOHOL 96%  125 CC.  HOF;52018;168009;8;826;1134;1.350;6.608
LABORATORIO HOFSA;0106 DESINFECTANTE TOPICO;POLIVIDONA YOD.30ML.    *;52063;0;5;1165;1765;2.100;5.825
LABORATORIO HOFSA;0155 PRIMEROS AUXILIOS;ALCOHOL 96%  250 CC.  HOF;52019;168010;33;1290;1765;2.100;42.570
LABORATORIO HOFSA;0155 PRIMEROS AUXILIOS;ALCOHOL 96% 1000 CC.  HOF;52021;168008;26;3288;4370;5.200;85.488
LABORATORIO HOFSA;0234 Antibacterianos Topicos (piel y Mucosa);AGUA OXIGENADA CR.20X55CC;52003;175003;4;210;588;700;840
LEPETIT-SMB;;B.SEDUCTION.EDT.WOM 80 ML;53078;0;1;15126;19790;23.550;15.126
LEVER 2;;DOVE MEN  DES SP. FRESH 150ML;797756;0;2;1442;2689;3.200;2.884
LEVER 2;;DOVE MEN DES SP INV. DRY 150ML;797754;0;5;1425;2689;3.200;7.125
LEVER 2;;DOVE MEN DES STICK INV. DRY 45 GR;797757;0;4;1784;2815;3.350;7.136
LEVER 2;;DOVE SHAM. OLEO NUTRI. MICELAR 400ML;797733;0;2;1386;2857;3.400;2.772
LEVER 2;;DOVE.MEN.DES.SP EXT.FRESH 150ML;797586;0;3;1509;2773;3.300;4.527
LEVER 2;;L.SANCY 90GR. AC/ALMENDRA;797275;0;1;430;798;950;430
LEVER 2;;REXONA MEN DES. SP INVISIBLE 150 ML;797755;0;4;1420;2689;3.200;5.680
LEVER 2;;SEDAL AC 350ML SOS CERAMIDAS;797630;255299;4;1083;2437;2.900;4.332
LEVER 2;;SEDAL AC. RESTAUR 340ML;797653;0;3;1168;2269;2.700;3.504
LEVER 2;;SEDAL.SH.BOMBA. COCO 340 ML;797753;0;7;1160;2437;2.900;8.120
LEVER 2;0160 SHAMPOO CAPILAR;DOVE SH. RECONST. COMPLETA;797711;0;4;1379;2857;3.400;5.516
LEVER 2;0160 SHAMPOO CAPILAR;LINIC SH. 350 ML. X 2 C/GRASO;797434;262761;4;1515;3613;4.300;6.060
LEVER 2;0160 SHAMPOO CAPILAR;SEDAL SH. S.O.S. REPARACION 350ML;797093;267090;1;1070;2353;2.800;1.070
LEVER 2;0161 BALSAMO/ACOND.CAPILAR;DOVE ACON.HIDRAT.INTEN 400ML;797732;0;1;1420;2857;3.400;1.420
LEVER 2;0161 BALSAMO/ACOND.CAPILAR;DOVE SH. HIDRA-LISO 400ML.;797480;265597;4;1474;2941;3.500;5.896
LEVER 2;0161 BALSAMO/ACOND.CAPILAR;SEDAL AC.350ML RIZOS OBED;797629;254005;2;1375;2185;2.600;2.750
LEVER 2;0162 DESODORANTES CORPORALES;DOVE DEO HIM INV 50GR;797656;269255;3;2191;2941;3.500;6.573
LEVER 2;0162 DESODORANTES CORPORALES;DOVE DEO MEN E/FRESH 50GR;797655;262835;1;1630;3109;3.700;1.630
LEVER 2;0162 DESODORANTES CORPORALES;MENEN 24/7 STK. EXTREME 50G.;797401;261094;5;1490;3235;3.850;7.450
LEVER 2;0162 DESODORANTES CORPORALES;MENEN STAINGUARD SP 100GR;797385;289097;14;2073;3235;3.850;29.022
LEVER 2;0162 DESODORANTES CORPORALES;REXONA 24H (H) STK V8 50GR.;797096;254958;6;2155;3445;4.100;12.930
LEVER 2;0162 DESODORANTES CORPORALES;REXONA 24H (H) STK. INVIS. 50GR.;797362;258708;4;1725;3193;3.800;6.900
LEVER 2;0162 DESODORANTES CORPORALES;REXONA CLINIC. WON DESCR 48;797245;258931;1;2138;4874;5.800;2.138
LEVER 2;0162 DESODORANTES CORPORALES;REXONA CLINICAL EX.DRY WOM;797632;269241;4;2315;4958;5.900;9.260
LEVER 2;0162 DESODORANTES CORPORALES;REXONA CLINICAL MEN SPORT STRENGTH;797650;269242;6;2471;4958;5.900;14.826
LEVER 2;0162 DESODORANTES CORPORALES;REXONA CLINICAL WOM. CLEAN FRESH;797580;266441;3;2352;4958;5.900;7.056
LEVER 2;0175 TRATAMIENTO CAPILAR;SEDAL CR.PEIN RESTAU INSTA;797644;260659;6;1885;3025;3.600;11.310
LEVER 2;0175 TRATAMIENTO CAPILAR;SEDAL CR.PEINAR RIZOS DEF.;797633;254008;2;1890;2941;3.500;3.780
LEVER 2;0176 STYLING / FIJADORES GEL;VO5 GEL FIJADOR MEN 500 G;797725;0;6;2617;4370;5.200;15.702
LEVER CHILE GENERAL;;LINIC SH.C/GRASO X 350ML.;85975;0;5;1892;2857;3.400;9.460
LEVER CHILE GENERAL;0157 ACCESORIO PODOLOGIA;REXONA EFFICIENT TALCO;85197;165230;3;4413;5714;6.800;13.239
LEVER CHILE GENERAL;0160 SHAMPOO CAPILAR;LINIC SH.C/NORMAL  X 350ML.;85974;0;2;1857;2941;3.500;3.714
LEVER CHILE GENERAL;0160 SHAMPOO CAPILAR;SEDAL SH RIZOS DEFIN. 350ML;85924;254002;1;1140;2269;2.700;1.140
LEVER CHILE JABONES;;DOVE DES.SPRAY ORIGINAL 150 ML NUEVO;165265;0;5;1445;3109;3.700;7.225
LEVER CHILE JABONES;;DOVE JABON BLANCO 90GRX3;165259;0;1;2450;3319;3.950;2.450
LEVER CHILE JABONES;;DOVE MEN SH.ALIVIO REFRE. 400 ML;165267;0;3;1420;2941;3.500;4.260
LEVER CHILE JABONES;;DOVE SP.DERMOACLAR MUJ 150ML;165253;0;3;1425;2689;3.200;4.275
LEVER CHILE JABONES;;L.SAN.JAB.LIQ.PEP&ALO.750;165257;7;1;1027;2017;2.400;1.027
LEVER CHILE JABONES;0162 DESODORANTES CORPORALES;DOVE BARRA DEO CUID TOT MEN 50GR;165258;0;1;1675;2941;3.500;1.675
LEVER CHILE JABONES;0162 DESODORANTES CORPORALES;DOVE DES.STIK.ANTIS.50GR.;165073;85540;2;1760;2521;3.000;3.520
LEVER CHILE JABONES;0163 JABONES ADULTOS;L/SANCY AVENA Y AC. ALMENDRAS 150 GRS;165235;266814;1;821;1092;1.300;821
LOREAL;0162 DESODORANTES CORPORALES;BI-O (M) SP PROTECT 5;799845;267790;5;2150;2815;3.350;10.750
LOREAL;0162 DESODORANTES CORPORALES;BI-O DES. AP A/P CLAR.150MKL;799097;260841;1;1678;2521;3.000;1.678
LOREAL;0175 TRATAMIENTO CAPILAR;ELVIVE OLEO EXTRAORDINARIO;799231;267589;6;3839;5378;6.400;23.034
LOREAL;0177 TINTURA PARA EL CABELLO;CASTING CREME GLOSS  503 GOLDEN CHOCOLATE;799914;268399;1;3539;5042;6.000;3.539
LOREAL;0177 TINTURA PARA EL CABELLO;CASTING CREME GLOSS 210 NEGRO/AZUL;799917;257228;3;3167;5210;6.200;9.501
LOREAL;0177 TINTURA PARA EL CABELLO;CASTING CREME GLOSS 316 CIRUELA;799919;257229;1;3831;5042;6.000;3.831
LOREAL;0177 TINTURA PARA EL CABELLO;CASTING CREME GLOSS 500 CASTAÑO/CLARO;799926;257232;3;3617;5210;6.200;10.851
LOREAL;0177 TINTURA PARA EL CABELLO;CASTING CREME GLOSS 700 RUBIO;799936;257237;5;3635;5210;6.200;18.175
LOREAL;0177 TINTURA PARA EL CABELLO;CASTING CREME GLOSS 713 RUBIO AVELL.;799937;257238;2;3719;5042;6.000;7.438
LOREAL;0177 TINTURA PARA EL CABELLO;CASTING CREME GLOSS 810;799940;257240;5;3669;5042;6.000;18.345
LOREAL;0177 TINTURA PARA EL CABELLO;NUT/COR  50 CASTANO CLARO;799676;266073;9;1590;2269;2.700;14.310
LOREAL;0177 TINTURA PARA EL CABELLO;NUT/COR 10 NEGRO INTENSO;799994;266074;5;1352;2269;2.700;6.760
LOREAL;0177 TINTURA PARA EL CABELLO;NUT/COR 20 NEGRO;799677;266076;10;1555;2269;2.700;15.550
LOREAL;0177 TINTURA PARA EL CABELLO;NUT/COR 30 CASTAÑO OSC.;799678;266065;2;1590;2269;2.700;3.180
LOREAL;0177 TINTURA PARA EL CABELLO;NUT/COR 5.3 CASTAÑO CLARO DORADO;799995;269741;5;1567;2269;2.700;7.835
LOREAL;0177 TINTURA PARA EL CABELLO;NUT/COR 552 CAST. CLARO CAOBA;799992;270903;3;1386;2269;2.700;4.158
LOREAL;0177 TINTURA PARA EL CABELLO;NUT/COR 6.35 CHOCOLATE NAT.;799681;266079;7;1400;2269;2.700;9.800
LOREAL;0177 TINTURA PARA EL CABELLO;NUT/COR 60 RUBIO OSCURO;799682;266077;7;1316;2269;2.700;9.212
LOREAL;0177 TINTURA PARA EL CABELLO;NUT/COR 67 CHOCOLATE;799684;266081;10;1587;2269;2.700;15.870
LOREAL;0177 TINTURA PARA EL CABELLO;NUT/COR 7.1  RUBIO CENIZA;799817;269743;7;1558;2269;2.700;10.906
LOREAL;0177 TINTURA PARA EL CABELLO;NUT/COR 7.3 RUB. DORADO;799850;269744;3;1590;2269;2.700;4.770
LOREAL;0177 TINTURA PARA EL CABELLO;NUT/COR 70 RUBIO MEDIO;799685;266066;3;1590;2269;2.700;4.770
LOREAL;0177 TINTURA PARA EL CABELLO;NUT/COR 77 CASTAÑO CARAMELO;799993;270904;2;1455;2269;2.700;2.910
LOREAL;0177 TINTURA PARA EL CABELLO;NUT/COR 80 RUBIO CLARO;799686;266068;5;1560;2269;2.700;7.800
LOREAL;0177 TINTURA PARA EL CABELLO;PREF.6.3 RUB. OSC. DOR.;799314;134474;2;4391;5798;6.900;8.782
LOREAL;0177 TINTURA PARA EL CABELLO;PREFE 5/3 CASTAÑO CLARO DORADO;799261;260969;2;4354;5798;6.900;8.708
LOREAL;0177 TINTURA PARA EL CABELLO;PREFE 6/7 CHOCOLATE;799267;258870;3;4970;7437;8.850;14.910
LOREAL;0177 TINTURA PARA EL CABELLO;PREFE 7/3 RUBIO DORADO;799268;134483;4;4857;6891;8.200;19.428
